Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Attention deficit hyperactivity disorder	C1263846	SNCA	6622	P37840	synuclein alpha	Transporter	449	0.427	0.885	0.8829	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	SRY	6736	Q05066	sex determining region Y	Transcription factor	315	0.456	0.808		0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	SST	6750	P61278	somatostatin	Signaling	535	0.399	0.885	0.34128	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	STAT6	6778	P42226	signal transducer and activator of transcription 6	Nucleic acid binding	281	0.475	0.808	0.98849	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	STATH	6779	P02808	statherin		57	0.608	0.769	7.9792e-05	0.01		1.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	CDKL5	6792	O76039	cyclin dependent kinase like 5	Kinase	224	0.522	0.692	0.99932	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	STXBP3	6814	O00186	syntaxin binding protein 3	Transporter	69	0.61	0.769	5.1597e-05	0.01		1.0	1	0	1999.0	1999.0
Attention deficit hyperactivity disorder	C1263846	SULT2A1	6822	Q06520	sulfotransferase family 2A member 1		126	0.545	0.769	1.2523e-15	0.01		0.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	TH	7054	P07101	tyrosine hydroxylase		321	0.462	0.885	1.6878e-06	0.01		1.0	1	0	2000.0	2000.0
Attention deficit hyperactivity disorder	C1263846	THAS	7055		thoracoabdominal syndrome		120	0.56	0.808		0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	THBS3	7059	P49746	thrombospondin 3		19	0.792	0.269	2.5795e-21	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	THRA	7067	P10827	thyroid hormone receptor alpha	Nuclear receptor	124	0.566	0.769	0.32748	0.01		1.0	1	0	2001.0	2001.0
Attention deficit hyperactivity disorder	C1263846	THRSP	7069	Q92748	thyroid hormone responsive		33	0.695	0.462	0.0029238	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	TSPAN8	7103	P19075	tetraspanin 8		63	0.617	0.577	0.0055131	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	TNR	7143	Q92752	tenascin R	Signaling	36	0.686	0.346	0.52437	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	PHLDA2	7262	Q53GA4	pleckstrin homology like domain family A member 2		58	0.636	0.615	0.15046	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	CLEC19A	728276	Q6UXS0	C-type lectin domain containing 19A		1	1.0	0.038	0.0037987	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	TWIST1	7291	Q15672	twist family bHLH transcription factor 1	Transcription factor	559	0.397	0.846	0.34491	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	STXBP5-AS1	729178		STXBP5 antisense RNA 1		12	0.805	0.192		0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	TXN	7295	P10599	thioredoxin		338	0.447	0.885	0.20119	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	VDR	7421	P11473	vitamin D receptor	Nuclear receptor	852	0.352	0.885	1.6787e-05	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	VIPR2	7434	P41587	vasoactive intestinal peptide receptor 2	G-protein coupled receptor	58	0.619	0.692	4.718e-11	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	TRIM25	7706	Q14258	tripartite motif containing 25		58	0.633	0.462	0.0041202	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	ZMYM2	7750	Q9UBW7	zinc finger MYM-type containing 2	Enzyme modulator	77	0.599	0.654	0.66648	0.01		1.0	1	0	2003.0	2003.0
Attention deficit hyperactivity disorder	C1263846	FTO	79068	Q9C0B1	FTO alpha-ketoglutarate dependent dioxygenase		286	0.486	0.885	8.364e-08	0.01		1.0	1	1	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	MBOAT7	79143	Q96N66	membrane bound O-acyltransferase domain containing 7	Enzyme	83	0.612	0.5	0.113	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	ZBBX	79740	A8MT70	zinc finger B-box domain containing		2	0.931	0.077	2.9306e-21	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	MICALL2	79778	Q8IY33	MICAL like 2		13	0.839	0.269	3.442e-26	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	RNF122	79845	Q9H9V4	ring finger protein 122		1	1.0	0.038	0.14077	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	KCNIP4	80333	Q6PIL6	potassium voltage-gated channel interacting protein 4	Ion channel	31	0.716	0.385	0.82064	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	LMAN2L	81562	Q9H0V9	lectin, mannose binding 2 like	Transporter	59	0.641	0.385	1.9629e-11	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	CASP3	836	P42574	caspase 3	Enzyme	819	0.351	0.923	0.10017	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	PPP1R1B	84152	Q9UD71	protein phosphatase 1 regulatory inhibitor subunit 1B	Enzyme modulator	82	0.617	0.5	0.24098	0.01		0.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	NTPCR	84284	Q9BSD7	nucleoside-triphosphatase, cancer-related	Enzyme	8	0.805	0.115	0.0025124	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	ZGPAT	84619	Q8N5A5	zinc finger CCCH-type and G-patch domain containing		54	0.653	0.654	0.00038328	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	BHLHE40	8553	O14503	basic helix-loop-helix family member e40	Transcription factor	113	0.544	0.731	0.99444	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	USO1	8615	O60763	USO1 vesicle transport factor	Transporter	153	0.522	0.885	0.33417	0.01		1.0	1	0	2003.0	2003.0
Attention deficit hyperactivity disorder	C1263846	B4GALT2	8704	O60909	beta-1,4-galactosyltransferase 2	Enzyme	6	0.861	0.269	0.19829	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	CBS	875	P0DN79;P35520	cystathionine beta-synthase	Enzyme	295	0.465	0.885	3.0799e-05	0.01		1.0	1	1	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	LIN7A	8825	O14910	lin-7 homolog A, crumbs cell polarity complex component	Cell-cell junction	24	0.736	0.385	1.1286e-07	0.01		1.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	NRP2	8828	O60462	neuropilin 2		144	0.539	0.615	0.00080686	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	NRP1	8829	O14786	neuropilin 1		246	0.476	0.808	0.98584	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	KYAT1	883	Q16773	kynurenine aminotransferase 1	Enzyme	24	0.736	0.308	1.8743e-12	0.01		1.0	1	0	2014.0	2014.0
Attention deficit hyperactivity disorder	C1263846	ARHGEF7	8874	Q14155	Rho guanine nucleotide exchange factor 7		215	0.486	0.846	0.99995	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	CHRNA6	8973	Q15825	cholinergic receptor nicotinic alpha 6 subunit	Ion channel	26	0.711	0.346	3.5719e-08	0.01		1.0	1	1	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	SELENBP1	8991	Q13228	selenium binding protein 1	Immune response	214	0.493	0.846	3.2268e-16	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	KALRN	8997	O60229	kalirin RhoGEF kinase	Kinase	59	0.644	0.654	1.0	0.01		1.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	ARTN	9048	Q5T4W7	artemin	Signaling	248	0.48	0.846	0.35793	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	CCT	907		cataract, congenital, total		75	0.588	0.769		0.01		0.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	PKMYT1	9088	Q99640	protein kinase, membrane associated tyrosine/threonine 1	Kinase	27	0.7	0.385	0.21858	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	PDLIM1	9124	O00151	PDZ and LIM domain 1	Cellular structure	25	0.729	0.423	0.0014717	0.01		1.0	1	0	2012.0	2012.0
Attention deficit hyperactivity disorder	C1263846	SLC39A13	91252	Q96H72	solute carrier family 39 member 13	Transporter	67	0.666	0.538	0.0025092	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	NDUFAF2	91942	Q8N183	NADH:ubiquinone oxidoreductase complex assembly factor 2		89	0.641	0.577	2.078e-06	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	LGI1	9211	O95970	leucine rich glioma inactivated 1		118	0.568	0.731	0.99914	0.01		1.0	1	0	2013.0	2013.0
Attention deficit hyperactivity disorder	C1263846	MTA2	9219	O94776	metastasis associated 1 family member 2	Nucleic acid binding	93	0.579	0.808	0.74479	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	DLGAP1	9229	O14490	DLG associated protein 1	Receptor	35	0.691	0.385	0.99875	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	GPR50	9248	Q13585	G protein-coupled receptor 50	G-protein coupled receptor	31	0.686	0.462	0.64639	0.01		1.0	1	0	2011.0	2011.0
Attention deficit hyperactivity disorder	C1263846	PDLIM7	9260	Q9NR12	PDZ and LIM domain 7	Cellular structure	241	0.474	0.808	0.70838	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	TGM5	9333	O43548	transglutaminase 5	Enzyme	48	0.656	0.615	2.4183e-25	0.01		1.0	1	0	2016.0	2016.0
Attention deficit hyperactivity disorder	C1263846	NRXN1	9378	P58400;Q9ULB1	neurexin 1		139	0.581	0.692	0.99964	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	FADS2	9415	O95864	fatty acid desaturase 2		140	0.575	0.692	0.99815	0.01		1.0	1	1	2006.0	2006.0
Attention deficit hyperactivity disorder	C1263846	ITM2B	9445	Q9Y287	integral membrane protein 2B		77	0.617	0.654	0.62589	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	ADAMTS2	9509	O95450	ADAM metallopeptidase with thrombospondin type 1 motif 2	Enzyme	138	0.579	0.808	0.9661	0.01		1.0	1	0	1996.0	1996.0
Attention deficit hyperactivity disorder	C1263846	CD38	952	P28907	CD38 molecule	Enzyme	473	0.407	0.885	2.3129e-06	0.01		1.0	1	0	2007.0	2007.0
Attention deficit hyperactivity disorder	C1263846	BCAR1	9564	P56945	BCAR1 scaffold protein, Cas family member		176	0.518	0.846	0.99808	0.01		1.0	1	0	2018.0	2018.0
Attention deficit hyperactivity disorder	C1263846	CD40	958	P25942	CD40 molecule		528	0.396	0.846	0.84603	0.01		1.0	1	0	2020.0	2020.0
Attention deficit hyperactivity disorder	C1263846	CARTPT	9607	Q16568	CART prepropeptide		115	0.576	0.692	0.093729	0.01		1.0	1	0	2008.0	2008.0
Attention deficit hyperactivity disorder	C1263846	CD79A	973	P11912	CD79a molecule	Receptor	134	0.536	0.731	0.69226	0.01		1.0	1	0	2019.0	2019.0
Attention deficit hyperactivity disorder	C1263846	BMS1	9790	Q14692	BMS1 ribosome biogenesis factor		192	0.499	0.846	0.0001753	0.01		1.0	1	0	2017.0	2017.0
Attention deficit hyperactivity disorder	C1263846	SLC12A6	9990	Q9UHW9	solute carrier family 12 member 6	Transporter	97	0.603	0.5	0.011377	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder, combined type	C2945552	ADRA2A	150	P08913	adrenoceptor alpha 2A	G-protein coupled receptor	102	0.578	0.615	0.00081816	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder, combined type	C2945552	ADRA2C	152	P18825	adrenoceptor alpha 2C	G-protein coupled receptor	40	0.682	0.346	0.50159	0.01		1.0	1	0	2009.0	2009.0
Attention deficit hyperactivity disorder, combined type	C2945552	DRD4	1815	P21917	dopamine receptor D4	G-protein coupled receptor	189	0.517	0.577	9.3362e-09	0.01		1.0	1	0	2006.0	2006.0
Attention deficit hyperactivity disorder, combined type	C2945552	ADGRL3	23284	Q9HAR2	adhesion G protein-coupled receptor L3	G-protein coupled receptor	25	0.729	0.385	1.0	0.01		1.0	1	0	2011.0	2011.0
